Epoch, Accuracy, Overall Loss, RMSE, Maximal Error, Min distance Branch Points, C0-norm, Eigenvalue, Time (s)
2090, 5.086600303649902, 4.8671441078186035 +/- 0.9609476327896118, 0.18732255697250366 +/- 0.07164014875888824, 0.9483258724212646 +/- 0.32063037157058716, 1.0471973419189453 +/- 0.0, 0.9857540130615234 +/- 0.006185369100421667, 8.085887908935547 +/- 0.007708076853305101, 1.7062504291534424
2091, 6.513362884521484, 4.740507125854492 +/- 0.9486193060874939, 0.17940333485603333 +/- 0.07012112438678741, 0.9012879133224487 +/- 0.30401358008384705, 1.0471973419189453 +/- 0.0, 0.9857050180435181 +/- 0.005774821620434523, 8.08566665649414 +/- 0.01239512488245964, 1.7085518836975098
2092, 6.684996128082275, 5.0056538581848145 +/- 0.9472939968109131, 0.19343125820159912 +/- 0.06903057545423508, 1.0275973081588745 +/- 0.3429117798805237, 1.0471973419189453 +/- 0.0, 0.9861464500427246 +/- 0.005871214438229799, 8.084419250488281 +/- 0.011307389475405216, 1.7080528736114502
2093, 5.952792644500732, 5.093177795410156 +/- 0.91116863489151, 0.19827239215373993 +/- 0.0672159492969513, 1.0684727430343628 +/- 0.32690954208374023, 1.0471973419189453 +/- 0.0, 0.986693263053894 +/- 0.005446293856948614, 8.08523178100586 +/- 0.013677452690899372, 1.7065598964691162
2094, 6.566586494445801, 5.010167121887207 +/- 0.9568976759910583, 0.19066962599754333 +/- 0.06995467841625214, 1.0593538284301758 +/- 0.34937524795532227, 1.0471973419189453 +/- 0.0, 0.9859873652458191 +/- 0.005481204949319363, 8.085908889770508 +/- 0.011128353886306286, 1.7053399085998535
2095, 5.8680009841918945, 5.11980676651001 +/- 1.0114723443984985, 0.19946014881134033 +/- 0.07183334976434708, 1.0754554271697998 +/- 0.3819344937801361, 1.0471973419189453 +/- 0.0, 0.9843754768371582 +/- 0.006368372123688459, 8.085125923156738 +/- 0.012649212963879108, 1.706568717956543
2096, 6.168447494506836, 4.91050386428833 +/- 0.9192088842391968, 0.1866714358329773 +/- 0.06643041968345642, 0.993549644947052 +/- 0.3297436833381653, 1.0471973419189453 +/- 0.0, 0.9853026270866394 +/- 0.0083698108792305, 8.086532592773438 +/- 0.01192487496882677, 1.7072744369506836
2097, 6.480611801147461, 4.908356666564941 +/- 0.865361750125885, 0.18742218613624573 +/- 0.06298884004354477, 0.9873864650726318 +/- 0.32034310698509216, 1.0471973419189453 +/- 0.0, 0.9862185120582581 +/- 0.00802908930927515, 8.085237503051758 +/- 0.009525563567876816, 1.706923484802246
2098, 7.283302307128906, 4.825131416320801 +/- 0.9845328330993652, 0.1864662915468216 +/- 0.0742950513958931, 0.9181098937988281 +/- 0.3112657070159912, 1.0471973419189453 +/- 0.0, 0.9865095615386963 +/- 0.005118067841976881, 8.086161613464355 +/- 0.00883447378873825, 1.7082979679107666
2099, 5.779567718505859, 4.921335220336914 +/- 0.9761564135551453, 0.1865876168012619 +/- 0.06812208890914917, 1.011311411857605 +/- 0.4020967185497284, 1.0471973419189453 +/- 0.0, 0.986335277557373 +/- 0.006285965442657471, 8.086095809936523 +/- 0.00790228508412838, 1.7076385021209717
2100, 5.506063461303711, 4.930385589599609 +/- 0.9227254390716553, 0.19344869256019592 +/- 0.06782323867082596, 0.9533312320709229 +/- 0.3309697210788727, 1.0471973419189453 +/- 0.0, 0.9864320755004883 +/- 0.005375776439905167, 8.085075378417969 +/- 0.006423264741897583, 1.7076802253723145
2101, 6.583144664764404, 4.867585182189941 +/- 0.8486130833625793, 0.18487298488616943 +/- 0.0628449097275734, 0.9752498865127563 +/- 0.2866032123565674, 1.0471973419189453 +/- 0.0, 0.9862399697303772 +/- 0.005491672083735466, 8.086621284484863 +/- 0.008207027800381184, 1.7086937427520752
2102, 4.983089447021484, 4.870570182800293 +/- 0.8607014417648315, 0.18728244304656982 +/- 0.06164693459868431, 0.9522492289543152 +/- 0.32271894812583923, 1.0471973419189453 +/- 0.0, 0.9857701659202576 +/- 0.006193884182721376, 8.08564567565918 +/- 0.009716963395476341, 1.7084014415740967
2103, 7.124416351318359, 5.053180694580078 +/- 0.9394849538803101, 0.19492995738983154 +/- 0.06801657378673553, 1.0583693981170654 +/- 0.343776136636734, 1.0471973419189453 +/- 0.0, 0.9857215881347656 +/- 0.006418563891202211, 8.08401870727539 +/- 0.015150107443332672, 1.7088732719421387
2104, 6.926969528198242, 4.921605110168457 +/- 0.9249711036682129, 0.18828049302101135 +/- 0.06794743239879608, 0.9915812611579895 +/- 0.3243279755115509, 1.0471973419189453 +/- 0.0, 0.9854029417037964 +/- 0.006811445113271475, 8.08508586883545 +/- 0.010505549609661102, 1.7087624073028564
2105, 7.288248062133789, 4.950065612792969 +/- 0.9756726622581482, 0.18667246401309967 +/- 0.07036219537258148, 1.0400581359863281 +/- 0.35563889145851135, 1.0471973419189453 +/- 0.0, 0.9864778518676758 +/- 0.005905920639634132, 8.086038589477539 +/- 0.008692006580531597, 1.7077865600585938
2106, 6.173140525817871, 4.783698081970215 +/- 0.8742287158966064, 0.18222787976264954 +/- 0.06461215764284134, 0.9173030853271484 +/- 0.30237510800361633, 1.0471973419189453 +/- 0.0, 0.9862209558486938 +/- 0.006001926958560944, 8.086109161376953 +/- 0.006617512553930283, 1.7087492942810059
2107, 6.313654899597168, 4.848735332489014 +/- 0.9445067644119263, 0.18679681420326233 +/- 0.06805060058832169, 0.9359996318817139 +/- 0.355398952960968, 1.0471973419189453 +/- 0.0, 0.9864190220832825 +/- 0.007073846645653248, 8.085277557373047 +/- 0.007383788004517555, 1.7076802253723145
2108, 5.843951225280762, 5.111300468444824 +/- 0.9021356105804443, 0.19945460557937622 +/- 0.06621542572975159, 1.072939395904541 +/- 0.3311416208744049, 1.0471973419189453 +/- 0.0, 0.986440122127533 +/- 0.006448411848396063, 8.08508014678955 +/- 0.011822978965938091, 1.7078182697296143
2109, 6.668258190155029, 4.922824859619141 +/- 1.0559520721435547, 0.18735839426517487 +/- 0.07714880257844925, 0.9982258081436157 +/- 0.36859893798828125, 1.0471973419189453 +/- 0.0, 0.9848054647445679 +/- 0.008186639286577702, 8.084903717041016 +/- 0.010646575130522251, 1.7078461647033691
2110, 6.353532791137695, 4.824716567993164 +/- 0.8669333457946777, 0.18304744362831116 +/- 0.0652073547244072, 0.9493598937988281 +/- 0.2938593924045563, 1.0471973419189453 +/- 0.0, 0.9858977198600769 +/- 0.0058510866947472095, 8.086282730102539 +/- 0.00895618461072445, 1.7083723545074463
2111, 6.542905807495117, 5.049260139465332 +/- 1.0324562788009644, 0.19319839775562286 +/- 0.0760607123374939, 1.0747599601745605 +/- 0.3674006760120392, 1.0471973419189453 +/- 0.0, 0.9864499568939209 +/- 0.005501768551766872, 8.084514617919922 +/- 0.010153943672776222, 1.707930326461792
2112, 6.93245792388916, 4.932615756988525 +/- 0.9144378304481506, 0.19037464261054993 +/- 0.06733205169439316, 0.9841899275779724 +/- 0.31239432096481323, 1.0471973419189453 +/- 0.0, 0.9858617782592773 +/- 0.005760627333074808, 8.085487365722656 +/- 0.012109749019145966, 1.7093100547790527
2113, 6.381309986114502, 4.867072582244873 +/- 1.0090177059173584, 0.18545231223106384 +/- 0.0738009437918663, 0.9684470891952515 +/- 0.34134793281555176, 1.0471973419189453 +/- 0.0, 0.9863015413284302 +/- 0.006166866980493069, 8.086137771606445 +/- 0.011319885030388832, 1.7080557346343994
2114, 6.252195835113525, 4.831926345825195 +/- 0.8782029151916504, 0.18210500478744507 +/- 0.06370532512664795, 0.9661126136779785 +/- 0.3161233365535736, 1.0471973419189453 +/- 0.0, 0.9859483242034912 +/- 0.006068974267691374, 8.085342407226562 +/- 0.008366231806576252, 1.7066636085510254
2115, 5.172972679138184, 4.969099998474121 +/- 0.8798432350158691, 0.1889156699180603 +/- 0.06392639130353928, 1.0380616188049316 +/- 0.32989972829818726, 1.0471973419189453 +/- 0.0, 0.9868646860122681 +/- 0.005514925345778465, 8.086347579956055 +/- 0.011137047782540321, 1.707256555557251
2116, 6.095107078552246, 4.825881481170654 +/- 0.9483343958854675, 0.18024510145187378 +/- 0.06837582588195801, 0.9793742895126343 +/- 0.3509010076522827, 1.0471973419189453 +/- 0.0, 0.9862241744995117 +/- 0.005643610376864672, 8.08757495880127 +/- 0.00956762209534645, 1.70949125289917
2117, 6.080417156219482, 4.82120418548584 +/- 0.9409167766571045, 0.1846344769001007 +/- 0.06812363117933273, 0.9245191216468811 +/- 0.3304627537727356, 1.0471973419189453 +/- 0.0, 0.9856352806091309 +/- 0.008974708616733551, 8.086604118347168 +/- 0.009366058744490147, 1.7089450359344482
2118, 5.980629920959473, 4.828144073486328 +/- 1.0073351860046387, 0.18297508358955383 +/- 0.07202962040901184, 0.9556161165237427 +/- 0.35352689027786255, 1.0471973419189453 +/- 0.0, 0.9863675832748413 +/- 0.005380008369684219, 8.085192680358887 +/- 0.010926644317805767, 1.7078909873962402
2119, 5.893189430236816, 4.8306379318237305 +/- 0.9731791615486145, 0.18233415484428406 +/- 0.07239741086959839, 0.9651106595993042 +/- 0.3292306661605835, 1.0471973419189453 +/- 0.0, 0.9868332147598267 +/- 0.005457460880279541, 8.087483406066895 +/- 0.011850127950310707, 1.707153081893921
2120, 5.886486053466797, 5.124999523162842 +/- 1.1034371852874756, 0.19828703999519348 +/- 0.07208435237407684, 1.098625659942627 +/- 0.4846014082431793, 1.0471973419189453 +/- 0.0, 0.9868524074554443 +/- 0.0069524203427135944, 8.085535049438477 +/- 0.008351908065378666, 1.7078442573547363
2121, 6.4961957931518555, 4.952244281768799 +/- 0.9671639800071716, 0.1914900839328766 +/- 0.06965891271829605, 0.9943583011627197 +/- 0.34462645649909973, 1.0471973419189453 +/- 0.0, 0.9861024618148804 +/- 0.005583611782640219, 8.082212448120117 +/- 0.009419568814337254, 1.7068712711334229
2122, 6.186484336853027, 4.83351993560791 +/- 0.9315472841262817, 0.18522468209266663 +/- 0.06830581277608871, 0.9346779584884644 +/- 0.32483887672424316, 1.0471973419189453 +/- 0.0, 0.9855698347091675 +/- 0.006289043929427862, 8.08726692199707 +/- 0.008863113820552826, 1.7057170867919922
2123, 5.727076530456543, 4.820369243621826 +/- 1.0417312383651733, 0.1848507821559906 +/- 0.07607589662075043, 0.9270659685134888 +/- 0.34865090250968933, 1.0471973419189453 +/- 0.0, 0.9857444763183594 +/- 0.005545150954276323, 8.085592269897461 +/- 0.007719524670392275, 1.7068650722503662
2124, 6.16565465927124, 4.8781023025512695 +/- 1.0684833526611328, 0.1852240264415741 +/- 0.07668925076723099, 0.983189046382904 +/- 0.38053813576698303, 1.0471973419189453 +/- 0.0, 0.9865885972976685 +/- 0.005328749772161245, 8.087386131286621 +/- 0.00902599934488535, 1.7070775032043457
2125, 7.119853973388672, 4.732839107513428 +/- 0.8156313300132751, 0.17757533490657806 +/- 0.060428686439991, 0.9117794036865234 +/- 0.292556494474411, 1.0471973419189453 +/- 0.0, 0.9858883619308472 +/- 0.006319206207990646, 8.085596084594727 +/- 0.00862469058483839, 1.7072803974151611
2126, 6.667508602142334, 4.869333267211914 +/- 0.8580480813980103, 0.18250365555286407 +/- 0.0628945603966713, 1.001571536064148 +/- 0.33061182498931885, 1.0471973419189453 +/- 0.0, 0.9868610501289368 +/- 0.006080897990614176, 8.087057113647461 +/- 0.009638362564146519, 1.7083854675292969
2127, 6.671009540557861, 4.774051666259766 +/- 0.8532825112342834, 0.18005643784999847 +/- 0.06266721338033676, 0.9311224818229675 +/- 0.3146442174911499, 1.0471973419189453 +/- 0.0, 0.9867491722106934 +/- 0.005693614017218351, 8.086257934570312 +/- 0.010147223249077797, 1.708028793334961
2128, 6.712104797363281, 4.782715797424316 +/- 0.8619567155838013, 0.1778404861688614 +/- 0.06319864094257355, 0.9603774547576904 +/- 0.3022587299346924, 1.0471973419189453 +/- 0.0, 0.9861761927604675 +/- 0.005669896490871906, 8.086437225341797 +/- 0.007814672775566578, 1.7073943614959717
2129, 5.526719570159912, 4.862909317016602 +/- 0.9036387801170349, 0.18606092035770416 +/- 0.0676245391368866, 0.9556903839111328 +/- 0.3117445707321167, 1.0471973419189453 +/- 0.0, 0.9862709045410156 +/- 0.007664921693503857, 8.087545394897461 +/- 0.009827500209212303, 1.7083308696746826
2130, 5.804687023162842, 4.862654685974121 +/- 0.9651995301246643, 0.18747420608997345 +/- 0.06920640915632248, 0.9376837611198425 +/- 0.3377404808998108, 1.0471973419189453 +/- 0.0, 0.9853188991546631 +/- 0.00842351745814085, 8.086318969726562 +/- 0.009959196671843529, 1.7093684673309326
2131, 6.367100715637207, 4.816932201385498 +/- 0.9200665950775146, 0.18050837516784668 +/- 0.06549681723117828, 0.9704428911209106 +/- 0.34796494245529175, 1.0471973419189453 +/- 0.0, 0.9871686697006226 +/- 0.005835287738591433, 8.086145401000977 +/- 0.00914463959634304, 1.7089645862579346
2132, 6.6906418800354, 4.7657999992370605 +/- 0.8937875628471375, 0.181700199842453 +/- 0.0656311959028244, 0.9063889384269714 +/- 0.30734947323799133, 1.0471973419189453 +/- 0.0, 0.9867998361587524 +/- 0.0059960647486150265, 8.085556983947754 +/- 0.009749582968652248, 1.7083525657653809
2133, 5.448596000671387, 4.8318586349487305 +/- 1.0120811462402344, 0.18162734806537628 +/- 0.0726378783583641, 0.972846508026123 +/- 0.35717934370040894, 1.0471973419189453 +/- 0.0, 0.9866584539413452 +/- 0.005756682250648737, 8.086499214172363 +/- 0.01226151455193758, 1.7069151401519775
2134, 5.5135297775268555, 4.798275947570801 +/- 0.7983865737915039, 0.1798211932182312 +/- 0.05638778954744339, 0.9593387842178345 +/- 0.31782636046409607, 1.0471973419189453 +/- 0.0, 0.9872046709060669 +/- 0.005238635465502739, 8.086435317993164 +/- 0.013415465131402016, 1.708251953125
2135, 5.914284706115723, 5.0308051109313965 +/- 0.9517210125923157, 0.19425228238105774 +/- 0.06721468269824982, 1.0400924682617188 +/- 0.36860835552215576, 1.0471973419189453 +/- 0.0, 0.9854036569595337 +/- 0.00743635930120945, 8.085419654846191 +/- 0.009926428087055683, 1.7073616981506348
2136, 7.227057456970215, 4.8913350105285645 +/- 0.8782475590705872, 0.18361371755599976 +/- 0.06464780867099762, 1.013893485069275 +/- 0.30727070569992065, 1.0471973419189453 +/- 0.0, 0.9868719577789307 +/- 0.005129522643983364, 8.08575439453125 +/- 0.009043799713253975, 1.7061221599578857
2137, 6.6435441970825195, 4.832733154296875 +/- 0.9400534629821777, 0.18389202654361725 +/- 0.06949812918901443, 0.9496455192565918 +/- 0.31213873624801636, 1.0471973419189453 +/- 0.0, 0.9860585927963257 +/- 0.005571725778281689, 8.086506843566895 +/- 0.007044318597763777, 1.7077603340148926
2138, 6.262723922729492, 4.756553649902344 +/- 1.0023293495178223, 0.18080225586891174 +/- 0.07395109534263611, 0.9055454730987549 +/- 0.3203246295452118, 1.0471973419189453 +/- 0.0, 0.9862480163574219 +/- 0.005433492828160524, 8.084486961364746 +/- 0.008895878680050373, 1.7083134651184082
2139, 6.381385326385498, 4.912117958068848 +/- 0.9224393367767334, 0.18599630892276764 +/- 0.06805635243654251, 1.0092816352844238 +/- 0.3357940912246704, 1.0471973419189453 +/- 0.0, 0.9865375757217407 +/- 0.0057993195950984955, 8.085546493530273 +/- 0.010511019267141819, 1.7072834968566895
2140, 6.300956726074219, 4.99201774597168 +/- 0.9915183782577515, 0.19183678925037384 +/- 0.07276950776576996, 1.0305876731872559 +/- 0.36411964893341064, 1.0471973419189453 +/- 0.0, 0.9865246415138245 +/- 0.0059753707610070705, 8.085334777832031 +/- 0.01096364762634039, 1.706848382949829
2141, 6.010491371154785, 4.930514335632324 +/- 0.9841582179069519, 0.18751952052116394 +/- 0.07085254788398743, 1.00851571559906 +/- 0.3532990515232086, 1.0471973419189453 +/- 0.0, 0.9854646921157837 +/- 0.00665036216378212, 8.085013389587402 +/- 0.01163370069116354, 1.7086234092712402
2142, 6.549506187438965, 4.850513458251953 +/- 0.9216910004615784, 0.18858133256435394 +/- 0.06760658323764801, 0.9200690984725952 +/- 0.3173261880874634, 1.0471973419189453 +/- 0.0, 0.9861559867858887 +/- 0.00619120430201292, 8.086528778076172 +/- 0.009769493713974953, 1.7079648971557617
2143, 6.2919745445251465, 4.62387752532959 +/- 0.8760842084884644, 0.17178374528884888 +/- 0.06446250528097153, 0.8612809181213379 +/- 0.2879326641559601, 1.0471973419189453 +/- 0.0, 0.9864614009857178 +/- 0.0067766462452709675, 8.087350845336914 +/- 0.0073211584240198135, 1.7077696323394775
2144, 6.840165615081787, 4.844755172729492 +/- 0.8979037404060364, 0.1820756196975708 +/- 0.06502142548561096, 0.982345461845398 +/- 0.32575294375419617, 1.0471973419189453 +/- 0.0, 0.9869006872177124 +/- 0.005828843452036381, 8.084386825561523 +/- 0.009049134328961372, 1.7083890438079834
2145, 6.249554634094238, 4.704273223876953 +/- 0.9161941409111023, 0.17530402541160583 +/- 0.06774335354566574, 0.9085652828216553 +/- 0.3187851011753082, 1.0471973419189453 +/- 0.0, 0.9866734743118286 +/- 0.005625619553029537, 8.086974143981934 +/- 0.010493122041225433, 1.7076306343078613
2146, 6.481131553649902, 4.932199954986572 +/- 0.9437122344970703, 0.19020147621631622 +/- 0.0697406455874443, 0.9864293932914734 +/- 0.3138639032840729, 1.0471973419189453 +/- 0.0, 0.986751914024353 +/- 0.006400445010513067, 8.088432312011719 +/- 0.011028630658984184, 1.7074241638183594
2147, 5.881524085998535, 4.775908470153809 +/- 0.921942949295044, 0.17968381941318512 +/- 0.06752966344356537, 0.935820460319519 +/- 0.3119058310985565, 1.0471973419189453 +/- 0.0, 0.9861042499542236 +/- 0.005230975337326527, 8.084815979003906 +/- 0.007492623757570982, 1.7074615955352783
2148, 6.586098670959473, 4.736752033233643 +/- 0.9187480807304382, 0.17641469836235046 +/- 0.06612925976514816, 0.9280861020088196 +/- 0.34461942315101624, 1.0471973419189453 +/- 0.0, 0.9862781763076782 +/- 0.006527416408061981, 8.085718154907227 +/- 0.007271486334502697, 1.706216812133789
2149, 5.706296920776367, 4.9039106369018555 +/- 0.9114565253257751, 0.18636812269687653 +/- 0.06560707092285156, 0.9954375624656677 +/- 0.3457137942314148, 1.0471973419189453 +/- 0.0, 0.9861943125724792 +/- 0.006269617006182671, 8.087204933166504 +/- 0.00899970717728138, 1.7084386348724365
2150, 6.01851749420166, 4.818988800048828 +/- 0.9670547246932983, 0.18641451001167297 +/- 0.0743972584605217, 0.9130143523216248 +/- 0.2867604196071625, 1.0471973419189453 +/- 0.0, 0.9870025515556335 +/- 0.005769752431660891, 8.08642864227295 +/- 0.011438708752393723, 1.7084405422210693
2151, 5.378159523010254, 4.965611457824707 +/- 0.8620699048042297, 0.19305849075317383 +/- 0.0627889558672905, 0.9818155765533447 +/- 0.32179754972457886, 1.0471973419189453 +/- 0.0, 0.9844710826873779 +/- 0.008729418739676476, 8.085902214050293 +/- 0.010099774226546288, 1.7079687118530273
2152, 7.3115339279174805, 4.803452968597412 +/- 0.8854463696479797, 0.18277040123939514 +/- 0.06681142747402191, 0.9299893379211426 +/- 0.2933410704135895, 1.0471973419189453 +/- 0.0, 0.9857518672943115 +/- 0.006037035491317511, 8.087257385253906 +/- 0.01162066962569952, 1.7075769901275635
2153, 5.931220531463623, 4.908727645874023 +/- 0.9260609745979309, 0.18822908401489258 +/- 0.06934624165296555, 0.9834027290344238 +/- 0.3054828643798828, 1.0471973419189453 +/- 0.0, 0.9869731664657593 +/- 0.006659553386271, 8.086517333984375 +/- 0.008299794979393482, 1.7087438106536865
2154, 6.008345603942871, 4.798189163208008 +/- 0.9990100860595703, 0.17981402575969696 +/- 0.07296668738126755, 0.9601852893829346 +/- 0.33730342984199524, 1.0471973419189453 +/- 0.0, 0.9875319004058838 +/- 0.005277081858366728, 8.086132049560547 +/- 0.011086426675319672, 1.7091639041900635
