Epoch, Accuracy, Overall Loss, RMSE, Maximal Error, Min distance Branch Points, C0-norm, Eigenvalue, Time (s)
1999, 5.182999610900879, 3.5256900787353516 +/- 0.9099655747413635, 0.09699544310569763 +/- 0.06656599044799805, 0.52436363697052 +/- 0.2788146734237671, 1.0471973419189453 +/- 0.0, 0.9914134740829468 +/- 0.0022730070631951094, 8.093931198120117 +/- 0.0033013795036822557, 1.70688796043396
2000, 7.7001872062683105, 7.475628852844238 +/- 2.0290849208831787, 0.30854541063308716 +/- 0.10315486043691635, 2.347043752670288 +/- 1.12140953540802, 1.0471973419189453 +/- 0.0, 0.9880677461624146 +/- 0.00965490285307169, 8.078287124633789 +/- 0.01676155813038349, 1.7059292793273926
2001, 5.764612674713135, 5.609228610992432 +/- 1.1726861000061035, 0.2306981235742569 +/- 0.07607576251029968, 1.2417399883270264 +/- 0.5093361735343933, 1.0471973419189453 +/- 0.0, 0.9838575124740601 +/- 0.011446003802120686, 8.085393905639648 +/- 0.012700751423835754, 1.7063336372375488
2002, 6.080852508544922, 5.6359171867370605 +/- 1.1487435102462769, 0.22276979684829712 +/- 0.07884892076253891, 1.3676371574401855 +/- 0.49980977177619934, 1.0471973419189453 +/- 0.0, 0.9873234033584595 +/- 0.005777581594884396, 8.084697723388672 +/- 0.010641385801136494, 1.7090179920196533
2003, 6.173947811126709, 5.452711582183838 +/- 1.0796154737472534, 0.2109518051147461 +/- 0.07080172002315521, 1.2973722219467163 +/- 0.4922191798686981, 1.0471973419189453 +/- 0.0, 0.985657811164856 +/- 0.006797612179070711, 8.082521438598633 +/- 0.0112096993252635, 1.7081561088562012
2004, 6.010133266448975, 5.265783309936523 +/- 1.011608362197876, 0.19918161630630493 +/- 0.06872093677520752, 1.2306150197982788 +/- 0.44985431432724, 1.0471973419189453 +/- 0.0, 0.9862205386161804 +/- 0.005713640246540308, 8.084400177001953 +/- 0.010863572359085083, 1.7060816287994385
2005, 5.694173812866211, 5.020758628845215 +/- 0.991899311542511, 0.19278481602668762 +/- 0.07413727790117264, 1.0477399826049805 +/- 0.34138333797454834, 1.0471973419189453 +/- 0.0, 0.9861380457878113 +/- 0.006812828127294779, 8.085254669189453 +/- 0.01319457683712244, 1.7078170776367188
2006, 5.745192527770996, 4.985193252563477 +/- 0.8742615580558777, 0.19067293405532837 +/- 0.06398376822471619, 1.0334420204162598 +/- 0.3207661807537079, 1.0471973419189453 +/- 0.0, 0.9860732555389404 +/- 0.006388877984136343, 8.086177825927734 +/- 0.011284010484814644, 1.7092182636260986
2007, 6.130102157592773, 4.934330463409424 +/- 0.8970231413841248, 0.1888657510280609 +/- 0.06584832817316055, 1.00221586227417 +/- 0.3253169059753418, 1.0471973419189453 +/- 0.0, 0.9868972897529602 +/- 0.006952247116714716, 8.085821151733398 +/- 0.007583503145724535, 1.7087762355804443
2008, 6.452540397644043, 5.258399963378906 +/- 1.0196812152862549, 0.20505616068840027 +/- 0.07118263095617294, 1.1660068035125732 +/- 0.42323529720306396, 1.0471973419189453 +/- 0.0, 0.986797034740448 +/- 0.0055759372189641, 8.085162162780762 +/- 0.009608495980501175, 1.7061710357666016
2009, 6.052075386047363, 5.320611953735352 +/- 1.0925054550170898, 0.20633849501609802 +/- 0.07649733871221542, 1.2146261930465698 +/- 0.4311847984790802, 1.0471973419189453 +/- 0.0, 0.986778736114502 +/- 0.006349470000714064, 8.084358215332031 +/- 0.01030675508081913, 1.7057867050170898
2010, 6.152681350708008, 4.9654035568237305 +/- 0.9130792021751404, 0.19036728143692017 +/- 0.06536836922168732, 1.0164785385131836 +/- 0.3521585464477539, 1.0471973419189453 +/- 0.0, 0.9855901002883911 +/- 0.005649675615131855, 8.085184097290039 +/- 0.008210355415940285, 1.7055714130401611
2011, 7.362380027770996, 4.99492073059082 +/- 0.9129673838615417, 0.19160330295562744 +/- 0.06613755226135254, 1.0326554775238037 +/- 0.33772358298301697, 1.0471973419189453 +/- 0.0, 0.9856516122817993 +/- 0.006722020450979471, 8.084503173828125 +/- 0.011735071428120136, 1.7068195343017578
2012, 6.112265586853027, 4.960975646972656 +/- 0.940972089767456, 0.19165575504302979 +/- 0.06982170045375824, 0.9966446161270142 +/- 0.31874504685401917, 1.0471973419189453 +/- 0.0, 0.9857535362243652 +/- 0.007606817875057459, 8.086763381958008 +/- 0.006288657896220684, 1.7077069282531738
2013, 6.186603546142578, 4.941255569458008 +/- 0.8610131144523621, 0.18951766192913055 +/- 0.06471245735883713, 1.0023839473724365 +/- 0.304695188999176, 1.0471973419189453 +/- 0.0, 0.9865467548370361 +/- 0.006232874002307653, 8.086843490600586 +/- 0.009563302621245384, 1.7068796157836914
2014, 6.779228210449219, 5.031762599945068 +/- 0.9389517903327942, 0.1893903911113739 +/- 0.06741192191839218, 1.0967833995819092 +/- 0.3555958569049835, 1.0471973419189453 +/- 0.0, 0.9871394634246826 +/- 0.005591790657490492, 8.0856351852417 +/- 0.009591364301741123, 1.707268238067627
2015, 7.287591934204102, 5.020222187042236 +/- 0.8636379837989807, 0.1917629837989807 +/- 0.0631442442536354, 1.058677315711975 +/- 0.3209541440010071, 1.0471973419189453 +/- 0.0, 0.9863263368606567 +/- 0.0061057982966303825, 8.085959434509277 +/- 0.008504236117005348, 1.709563970565796
2016, 5.68610143661499, 5.1448655128479 +/- 1.1670993566513062, 0.19661587476730347 +/- 0.0759175643324852, 1.1363894939422607 +/- 0.513990044593811, 1.0471973419189453 +/- 0.0, 0.9865009784698486 +/- 0.005840405356138945, 8.08273696899414 +/- 0.008702611550688744, 1.7070865631103516
2017, 6.6789045333862305, 5.262876510620117 +/- 0.9340758919715881, 0.20518751442432404 +/- 0.06408992409706116, 1.1692111492156982 +/- 0.4108089506626129, 1.0471973419189453 +/- 0.0, 0.9869265556335449 +/- 0.005900262389332056, 8.084871292114258 +/- 0.007888786494731903, 1.7066781520843506
2018, 6.527193546295166, 4.955674648284912 +/- 0.8706780672073364, 0.1868826448917389 +/- 0.06542350351810455, 1.0414581298828125 +/- 0.31065288186073303, 1.0471973419189453 +/- 0.0, 0.9859607219696045 +/- 0.006636419799178839, 8.085103988647461 +/- 0.008064514957368374, 1.7080094814300537
2019, 7.506903648376465, 4.825639724731445 +/- 0.904824435710907, 0.1827649176120758 +/- 0.06641247123479843, 0.9524543285369873 +/- 0.31061530113220215, 1.0471973419189453 +/- 0.0, 0.9859016537666321 +/- 0.006570638157427311, 8.085369110107422 +/- 0.008431273512542248, 1.7075424194335938
2020, 5.821324825286865, 4.920341491699219 +/- 0.8354490399360657, 0.18713894486427307 +/- 0.06231393665075302, 1.0051392316818237 +/- 0.28691738843917847, 1.0471973419189453 +/- 0.0, 0.9864785671234131 +/- 0.006495093461126089, 8.085243225097656 +/- 0.010237907990813255, 1.7057485580444336
2021, 5.368316650390625, 4.901993274688721 +/- 0.9184799194335938, 0.18695774674415588 +/- 0.06533654779195786, 0.988900363445282 +/- 0.3545396625995636, 1.0471973419189453 +/- 0.0, 0.9865939021110535 +/- 0.006258578039705753, 8.086503982543945 +/- 0.007847918197512627, 1.705972671508789
2022, 6.024252891540527, 5.11732292175293 +/- 0.875166654586792, 0.20198535919189453 +/- 0.06492118537425995, 1.0520613193511963 +/- 0.3313378393650055, 1.0471973419189453 +/- 0.0, 0.986395537853241 +/- 0.007289627101272345, 8.086344718933105 +/- 0.009160451591014862, 1.7079980373382568
2023, 5.904379844665527, 5.001945495605469 +/- 0.8794676661491394, 0.1898631751537323 +/- 0.06329107284545898, 1.060080647468567 +/- 0.3330872356891632, 1.0471973419189453 +/- 0.0, 0.9865171909332275 +/- 0.006009330041706562, 8.085772514343262 +/- 0.008933154866099358, 1.7074358463287354
2024, 6.60205602645874, 4.952037811279297 +/- 0.9712542295455933, 0.18979831039905548 +/- 0.07058152556419373, 1.0090999603271484 +/- 0.3483438491821289, 1.0471973419189453 +/- 0.0, 0.9860875606536865 +/- 0.006398836150765419, 8.086017608642578 +/- 0.009856823831796646, 1.70760178565979
2025, 6.2424187660217285, 5.087228775024414 +/- 1.017371416091919, 0.19624073803424835 +/- 0.07384892553091049, 1.0759782791137695 +/- 0.37904122471809387, 1.0471973419189453 +/- 0.0, 0.9853085279464722 +/- 0.007582026068121195, 8.086039543151855 +/- 0.009220326319336891, 1.7086682319641113
2026, 6.9212846755981445, 5.14377498626709 +/- 0.8996275663375854, 0.19939659535884857 +/- 0.06479553133249283, 1.1055893898010254 +/- 0.35776960849761963, 1.0471973419189453 +/- 0.0, 0.9865540266036987 +/- 0.006816703826189041, 8.085973739624023 +/- 0.01087910681962967, 1.707322120666504
2027, 6.409333229064941, 5.142065048217773 +/- 0.9174622893333435, 0.1992066353559494 +/- 0.06625445932149887, 1.101911187171936 +/- 0.35243040323257446, 1.0471973419189453 +/- 0.0, 0.9853991270065308 +/- 0.007859055884182453, 8.082368850708008 +/- 0.011081119067966938, 1.7074980735778809
2028, 6.9396281242370605, 5.137412071228027 +/- 1.0834558010101318, 0.1973530650138855 +/- 0.07767272740602493, 1.1191203594207764 +/- 0.43162843585014343, 1.0471973419189453 +/- 0.0, 0.9857209920883179 +/- 0.005447632633149624, 8.08561897277832 +/- 0.010804341174662113, 1.7074804306030273
2029, 6.250489234924316, 5.1498517990112305 +/- 0.9791353940963745, 0.20308446884155273 +/- 0.07142523676156998, 1.0708096027374268 +/- 0.35507306456565857, 1.0471973419189453 +/- 0.0, 0.985308825969696 +/- 0.007547079585492611, 8.083674430847168 +/- 0.011709194630384445, 1.7069330215454102
2030, 6.140775680541992, 5.025612831115723 +/- 0.9824821949005127, 0.19413670897483826 +/- 0.07128245383501053, 1.0411062240600586 +/- 0.3536965548992157, 1.0471973419189453 +/- 0.0, 0.9865058064460754 +/- 0.006277008913457394, 8.08396053314209 +/- 0.009852987714111805, 1.7068657875061035
2031, 6.235413551330566, 5.1880950927734375 +/- 0.8684844374656677, 0.20117154717445374 +/- 0.062228426337242126, 1.1339194774627686 +/- 0.35462427139282227, 1.0471973419189453 +/- 0.0, 0.9865825772285461 +/- 0.0057945516891777515, 8.08439826965332 +/- 0.009777918457984924, 1.7073898315429688
2032, 5.754142761230469, 5.016125679016113 +/- 1.0092039108276367, 0.19294437766075134 +/- 0.07132856547832489, 1.0394549369812012 +/- 0.40438908338546753, 1.0471973419189453 +/- 0.0, 0.9852476716041565 +/- 0.006434076931327581, 8.085296630859375 +/- 0.012815358117222786, 1.7082874774932861
2033, 6.049930572509766, 5.110803127288818 +/- 0.9176812171936035, 0.198106586933136 +/- 0.0651085153222084, 1.0786323547363281 +/- 0.37107595801353455, 1.0471973419189453 +/- 0.0, 0.9849052429199219 +/- 0.008511838503181934, 8.084299087524414 +/- 0.00888819806277752, 1.707716703414917
2034, 6.324444770812988, 5.091249465942383 +/- 0.9294409155845642, 0.1986219882965088 +/- 0.06610219180583954, 1.0612032413482666 +/- 0.37981751561164856, 1.0471973419189453 +/- 0.0, 0.9862890243530273 +/- 0.006147800479084253, 8.084989547729492 +/- 0.006082289852201939, 1.7057037353515625
2035, 5.401891231536865, 4.957342624664307 +/- 0.9464052319526672, 0.19063904881477356 +/- 0.07008076459169388, 1.0071866512298584 +/- 0.3177289068698883, 1.0471973419189453 +/- 0.0, 0.9860607981681824 +/- 0.0053923060186207294, 8.085710525512695 +/- 0.011492411606013775, 1.7063205242156982
2036, 6.117222785949707, 5.018202781677246 +/- 0.887153148651123, 0.1896395981311798 +/- 0.06495904177427292, 1.077409267425537 +/- 0.3354147970676422, 1.0471973419189453 +/- 0.0, 0.9858795404434204 +/- 0.005503508727997541, 8.085721969604492 +/- 0.007535096257925034, 1.7084121704101562
2037, 6.521286964416504, 4.918587684631348 +/- 0.9661833643913269, 0.18672962486743927 +/- 0.06944359838962555, 1.0066664218902588 +/- 0.3545011281967163, 1.0471973419189453 +/- 0.0, 0.9858378171920776 +/- 0.005667779128998518, 8.08542251586914 +/- 0.01163699384778738, 1.7064402103424072
2038, 6.0486369132995605, 4.898699760437012 +/- 0.8156167268753052, 0.18821954727172852 +/- 0.05953585356473923, 0.9701549410820007 +/- 0.2976611852645874, 1.0471973419189453 +/- 0.0, 0.9859748482704163 +/- 0.007209727540612221, 8.085923194885254 +/- 0.009601566009223461, 1.7061455249786377
2039, 5.990090370178223, 4.879538536071777 +/- 0.8847367763519287, 0.1855008602142334 +/- 0.06503710895776749, 0.9820765256881714 +/- 0.31856635212898254, 1.0471973419189453 +/- 0.0, 0.9866211414337158 +/- 0.0057701668702065945, 8.084898948669434 +/- 0.008188964799046516, 1.7064239978790283
2040, 6.904202461242676, 5.077914714813232 +/- 1.0075247287750244, 0.19790859520435333 +/- 0.07360474020242691, 1.052341103553772 +/- 0.3589676320552826, 1.0471973419189453 +/- 0.0, 0.9860873222351074 +/- 0.007456078194081783, 8.086288452148438 +/- 0.00851679127663374, 1.7057068347930908
2041, 6.887508392333984, 4.989307880401611 +/- 0.9487062692642212, 0.19661229848861694 +/- 0.06774954497814178, 0.9761112928390503 +/- 0.3424092233181, 1.0471973419189453 +/- 0.0, 0.9856866002082825 +/- 0.007213462144136429, 8.085531234741211 +/- 0.009391012601554394, 1.707615852355957
2042, 6.813508033752441, 5.067844390869141 +/- 0.8340091705322266, 0.19517388939857483 +/- 0.06159936636686325, 1.0737308263778687 +/- 0.32281622290611267, 1.0471973419189453 +/- 0.0, 0.9864978790283203 +/- 0.005803555715829134, 8.083105087280273 +/- 0.009549894370138645, 1.7087979316711426
2043, 5.832548141479492, 4.822397708892822 +/- 0.8705423474311829, 0.18397192656993866 +/- 0.06396429985761642, 0.939099133014679 +/- 0.28718113899230957, 1.0471973419189453 +/- 0.0, 0.9862951040267944 +/- 0.005793789401650429, 8.085761070251465 +/- 0.008840484544634819, 1.7077991962432861
2044, 7.460633277893066, 5.011562347412109 +/- 0.9668670296669006, 0.1918012499809265 +/- 0.06771019101142883, 1.048730731010437 +/- 0.37297505140304565, 1.0471973419189453 +/- 0.0, 0.9859233498573303 +/- 0.006157353986054659, 8.084851264953613 +/- 0.011650134809315205, 1.7071666717529297
2045, 6.73736047744751, 4.946092128753662 +/- 0.9071517586708069, 0.19185566902160645 +/- 0.06684163957834244, 0.9834812879562378 +/- 0.31360137462615967, 1.0471973419189453 +/- 0.0, 0.9859165549278259 +/- 0.005588826257735491, 8.08438491821289 +/- 0.00906624086201191, 1.7070086002349854
2046, 7.121546268463135, 4.968540191650391 +/- 0.9866244196891785, 0.19047552347183228 +/- 0.07084216177463531, 1.019026279449463 +/- 0.37214192748069763, 1.0471973419189453 +/- 0.0, 0.9863755702972412 +/- 0.006863793823868036, 8.085942268371582 +/- 0.01065760012716055, 1.7093379497528076
2047, 6.187514781951904, 5.028463363647461 +/- 0.9008591175079346, 0.1974238157272339 +/- 0.06564121693372726, 1.009563684463501 +/- 0.32289329171180725, 1.0471973419189453 +/- 0.0, 0.9858667850494385 +/- 0.0063116103410720825, 8.082813262939453 +/- 0.007506656460464001, 1.708770990371704
2048, 6.900503635406494, 5.063351631164551 +/- 1.0091500282287598, 0.1978932023048401 +/- 0.07297390699386597, 1.040581226348877 +/- 0.37012115120887756, 1.0471973419189453 +/- 0.0, 0.986535906791687 +/- 0.00666224118322134, 8.085087776184082 +/- 0.010785081423819065, 1.706726312637329
2049, 6.882490158081055, 5.140173435211182 +/- 1.0107641220092773, 0.1991303265094757 +/- 0.07402930408716202, 1.104276180267334 +/- 0.3852892518043518, 1.0471973419189453 +/- 0.0, 0.9859474897384644 +/- 0.006317537277936935, 8.08342170715332 +/- 0.01127896923571825, 1.707101821899414
2050, 6.316831588745117, 4.865374565124512 +/- 0.8853568434715271, 0.1867254078388214 +/- 0.06614822149276733, 0.9518929719924927 +/- 0.30850595235824585, 1.0471973419189453 +/- 0.0, 0.9852699041366577 +/- 0.005234697367995977, 8.087160110473633 +/- 0.008358736522495747, 1.7076494693756104
2051, 6.03725004196167, 4.815902233123779 +/- 0.9395875334739685, 0.18417903780937195 +/- 0.06850020587444305, 0.9308587312698364 +/- 0.32190319895744324, 1.0471973419189453 +/- 0.0, 0.9862359762191772 +/- 0.005140182562172413, 8.086665153503418 +/- 0.010364925488829613, 1.7089998722076416
2052, 6.613622665405273, 4.911778926849365 +/- 0.891535758972168, 0.18802502751350403 +/- 0.0658654049038887, 0.9874553680419922 +/- 0.30101877450942993, 1.0471973419189453 +/- 0.0, 0.9862784147262573 +/- 0.006121180020272732, 8.085991859436035 +/- 0.01060937438160181, 1.7078497409820557
2053, 6.5709967613220215, 4.877472877502441 +/- 0.9072757363319397, 0.18573981523513794 +/- 0.06553643196821213, 0.9740675687789917 +/- 0.3332519829273224, 1.0471973419189453 +/- 0.0, 0.9858236312866211 +/- 0.006411687005311251, 8.087196350097656 +/- 0.010258275084197521, 1.706597089767456
2054, 5.805281639099121, 4.9173383712768555 +/- 0.9195823073387146, 0.18800422549247742 +/- 0.06747285276651382, 0.987979531288147 +/- 0.3434467017650604, 1.0471973419189453 +/- 0.0, 0.9853285551071167 +/- 0.007740309927612543, 8.087200164794922 +/- 0.008343552239239216, 1.7070839405059814
2055, 6.948323726654053, 4.923691749572754 +/- 0.8928825855255127, 0.18745365738868713 +/- 0.06611031293869019, 1.0051014423370361 +/- 0.3125584125518799, 1.0471973419189453 +/- 0.0, 0.9861517548561096 +/- 0.0061700064688920975, 8.084278106689453 +/- 0.007758005987852812, 1.7069640159606934
2056, 6.571818828582764, 5.108508586883545 +/- 0.9813103675842285, 0.19751378893852234 +/- 0.0718267410993576, 1.0898878574371338 +/- 0.3801814913749695, 1.0471973419189453 +/- 0.0, 0.9865997433662415 +/- 0.006436311639845371, 8.08553409576416 +/- 0.009112733416259289, 1.7087032794952393
2057, 6.46895694732666, 5.236057281494141 +/- 0.9630045890808105, 0.20279540121555328 +/- 0.06712651997804642, 1.1658897399902344 +/- 0.4049915671348572, 1.0471973419189453 +/- 0.0, 0.986777126789093 +/- 0.005956883076578379, 8.084722518920898 +/- 0.010417905636131763, 1.7077746391296387
2058, 6.083293914794922, 5.03133487701416 +/- 0.9242116808891296, 0.19175919890403748 +/- 0.06715380400419235, 1.0686912536621094 +/- 0.36197221279144287, 1.0471973419189453 +/- 0.0, 0.9857267141342163 +/- 0.005663840565830469, 8.085886001586914 +/- 0.010663086548447609, 1.7057738304138184
2059, 7.758883476257324, 4.95713996887207 +/- 0.8774535059928894, 0.19509044289588928 +/- 0.0648481622338295, 0.9550369381904602 +/- 0.29538196325302124, 1.0471973419189453 +/- 0.0, 0.9848085641860962 +/- 0.008176703006029129, 8.085737228393555 +/- 0.009532972238957882, 1.7053732872009277
2060, 6.391427040100098, 5.117647171020508 +/- 1.0090566873550415, 0.19874942302703857 +/- 0.07203524559736252, 1.0855333805084229 +/- 0.3744676113128662, 1.0471973419189453 +/- 0.0, 0.9858754873275757 +/- 0.006223458331078291, 8.083185195922852 +/- 0.011442124843597412, 1.7075297832489014
2061, 6.483544826507568, 5.023164749145508 +/- 0.9511682987213135, 0.19087642431259155 +/- 0.06833387911319733, 1.0672974586486816 +/- 0.3672037124633789, 1.0471973419189453 +/- 0.0, 0.9857301115989685 +/- 0.0073144687339663506, 8.08556079864502 +/- 0.010358388535678387, 1.7088875770568848
2062, 6.466324806213379, 5.077864646911621 +/- 0.9315224289894104, 0.1990441381931305 +/- 0.06899722665548325, 1.0408101081848145 +/- 0.341830849647522, 1.0471973419189453 +/- 0.0, 0.9854977130889893 +/- 0.006646216381341219, 8.084657669067383 +/- 0.008059578947722912, 1.7087903022766113
2063, 5.697429180145264, 4.986407279968262 +/- 0.9996743202209473, 0.19561035931110382 +/- 0.07215148955583572, 0.9853698015213013 +/- 0.3783835768699646, 1.0471973419189453 +/- 0.0, 0.9859462976455688 +/- 0.006091562565416098, 8.08588981628418 +/- 0.008229710161685944, 1.7079274654388428
2064, 6.224054336547852, 4.963813304901123 +/- 0.9643864631652832, 0.19040647149085999 +/- 0.07026147842407227, 1.0155401229858398 +/- 0.3322039246559143, 1.0471973419189453 +/- 0.0, 0.9859300255775452 +/- 0.005628006998449564, 8.084977149963379 +/- 0.008647206239402294, 1.7063992023468018
2065, 5.193874359130859, 4.939525604248047 +/- 0.9589725136756897, 0.18993225693702698 +/- 0.06885046511888504, 0.9906355142593384 +/- 0.3445800840854645, 1.0471973419189453 +/- 0.0, 0.9850128293037415 +/- 0.007558383978903294, 8.085572242736816 +/- 0.008869529701769352, 1.7083613872528076
2066, 6.047493934631348, 5.156892776489258 +/- 1.0252186059951782, 0.20066365599632263 +/- 0.06882401555776596, 1.1048831939697266 +/- 0.43914133310317993, 1.0471973419189453 +/- 0.0, 0.9859908819198608 +/- 0.006833512336015701, 8.084310531616211 +/- 0.009718540124595165, 1.7063305377960205
2067, 7.788821220397949, 4.866584777832031 +/- 0.9536170959472656, 0.18390649557113647 +/- 0.06881172209978104, 0.9821721315383911 +/- 0.3510206341743469, 1.0471973419189453 +/- 0.0, 0.9857168197631836 +/- 0.005773331504315138, 8.086454391479492 +/- 0.008258218877017498, 1.707542896270752
2068, 6.1229753494262695, 5.116133689880371 +/- 1.0657013654708862, 0.19644656777381897 +/- 0.07113754004240036, 1.104079008102417 +/- 0.4481259286403656, 1.0471973419189453 +/- 0.0, 0.9856750965118408 +/- 0.00779252965003252, 8.083985328674316 +/- 0.012843957170844078, 1.7081758975982666
2069, 5.794834136962891, 5.126795291900635 +/- 0.909576952457428, 0.20192952454090118 +/- 0.06690627336502075, 1.0594987869262695 +/- 0.3370400369167328, 1.0471973419189453 +/- 0.0, 0.9849319458007812 +/- 0.006612930912524462, 8.083694458007812 +/- 0.008637387305498123, 1.707094669342041
2070, 5.864541053771973, 5.2823076248168945 +/- 1.0297160148620605, 0.20285210013389587 +/- 0.07296502590179443, 1.2105718851089478 +/- 0.4235958755016327, 1.0471973419189453 +/- 0.0, 0.9862949252128601 +/- 0.00569093506783247, 8.084772109985352 +/- 0.01043438445776701, 1.7051408290863037
2071, 5.994377136230469, 4.857059001922607 +/- 0.8580507636070251, 0.18621739745140076 +/- 0.06429469585418701, 0.9490841031074524 +/- 0.2841377854347229, 1.0471973419189453 +/- 0.0, 0.985478401184082 +/- 0.00562457786872983, 8.086196899414062 +/- 0.009501990862190723, 1.707503080368042
2072, 6.039793014526367, 4.84370231628418 +/- 0.8879584670066833, 0.1848120093345642 +/- 0.06685309112071991, 0.9519133567810059 +/- 0.30507558584213257, 1.0471973419189453 +/- 0.0, 0.9860708713531494 +/- 0.005571821704506874, 8.084649085998535 +/- 0.00994863361120224, 1.7087020874023438
2073, 6.268938064575195, 4.914852142333984 +/- 0.9525092840194702, 0.19111916422843933 +/- 0.07148873805999756, 0.9611659646034241 +/- 0.32409268617630005, 1.0471973419189453 +/- 0.0, 0.9865680932998657 +/- 0.005563157144933939, 8.085433959960938 +/- 0.00774786900728941, 1.7054708003997803
2074, 5.747885704040527, 5.0551958084106445 +/- 0.9536581039428711, 0.19596385955810547 +/- 0.07139673829078674, 1.0521504878997803 +/- 0.33855605125427246, 1.0471973419189453 +/- 0.0, 0.9861997961997986 +/- 0.005667001940310001, 8.084602355957031 +/- 0.010951943695545197, 1.708357334136963
2075, 6.822802543640137, 5.262935161590576 +/- 1.0955511331558228, 0.20780593156814575 +/- 0.0764569565653801, 1.1390432119369507 +/- 0.43572351336479187, 1.0471973419189453 +/- 0.0, 0.9856967926025391 +/- 0.0066239237785339355, 8.08394718170166 +/- 0.010395665653049946, 1.7083382606506348
2076, 6.689283847808838, 4.959208965301514 +/- 0.9465808272361755, 0.19200360774993896 +/- 0.07162319123744965, 0.992307186126709 +/- 0.30386772751808167, 1.0471973419189453 +/- 0.0, 0.985253095626831 +/- 0.0059914481826126575, 8.086116790771484 +/- 0.012280489318072796, 1.7056536674499512
2077, 5.926065444946289, 4.91091251373291 +/- 0.8557037711143494, 0.18762527406215668 +/- 0.06318175047636032, 0.9892446994781494 +/- 0.30884072184562683, 1.0471973419189453 +/- 0.0, 0.9856363534927368 +/- 0.00604537408798933, 8.084516525268555 +/- 0.012415465898811817, 1.7074663639068604
2078, 5.970925331115723, 5.107880592346191 +/- 0.9882421493530273, 0.20066732168197632 +/- 0.06770703196525574, 1.056426763534546 +/- 0.39634019136428833, 1.0471973419189453 +/- 0.0, 0.9857317209243774 +/- 0.0056034866720438, 8.085128784179688 +/- 0.009051904082298279, 1.7068498134613037
2079, 5.8932366371154785, 4.943821430206299 +/- 0.9078696370124817, 0.1888420581817627 +/- 0.06482446193695068, 1.0078558921813965 +/- 0.3480450212955475, 1.0471973419189453 +/- 0.0, 0.9853467345237732 +/- 0.007105325814336538, 8.084096908569336 +/- 0.010105159133672714, 1.707505702972412
2080, 6.300773620605469, 4.93137788772583 +/- 0.9090762734413147, 0.19197696447372437 +/- 0.06736184656620026, 0.96851646900177 +/- 0.31786516308784485, 1.0471973419189453 +/- 0.0, 0.9863667488098145 +/- 0.0056390659883618355, 8.08530044555664 +/- 0.01014971174299717, 1.7090001106262207
2081, 5.122555732727051, 4.90749454498291 +/- 0.926901638507843, 0.18964046239852905 +/- 0.06972488015890121, 0.966569721698761 +/- 0.3103489577770233, 1.0471973419189453 +/- 0.0, 0.9858716726303101 +/- 0.005300684832036495, 8.086999893188477 +/- 0.00826711393892765, 1.7081093788146973
2082, 6.881072998046875, 4.887694358825684 +/- 0.9467824697494507, 0.18450719118118286 +/- 0.06988469511270523, 0.9970299601554871 +/- 0.34572187066078186, 1.0471973419189453 +/- 0.0, 0.9856901168823242 +/- 0.005941601470112801, 8.086339950561523 +/- 0.008972772397100925, 1.703620195388794
2083, 6.827782154083252, 4.915765762329102 +/- 0.9648225903511047, 0.18989837169647217 +/- 0.07024335116147995, 0.9722229242324829 +/- 0.33212512731552124, 1.0471973419189453 +/- 0.0, 0.985998272895813 +/- 0.006080930121243, 8.085025787353516 +/- 0.009899774566292763, 1.7053821086883545
2084, 6.810222625732422, 4.937772750854492 +/- 0.9499349594116211, 0.1895366907119751 +/- 0.06977003067731857, 0.9990208148956299 +/- 0.34140729904174805, 1.0471973419189453 +/- 0.0, 0.9863878488540649 +/- 0.005551407113671303, 8.087095260620117 +/- 0.011387339793145657, 1.7084367275238037
2085, 6.547633171081543, 5.066149711608887 +/- 0.9123634099960327, 0.19883579015731812 +/- 0.06686624884605408, 1.026843786239624 +/- 0.3296760320663452, 1.0471973419189453 +/- 0.0, 0.9854217767715454 +/- 0.009230499155819416, 8.084700584411621 +/- 0.010194999165832996, 1.7073936462402344
2086, 7.543484210968018, 4.963743686676025 +/- 0.9390137791633606, 0.19386424124240875 +/- 0.06587784737348557, 0.9772837162017822 +/- 0.3586362302303314, 1.0471973419189453 +/- 0.0, 0.9855632781982422 +/- 0.0071656969375908375, 8.087364196777344 +/- 0.010567327961325645, 1.708505392074585
2087, 6.317005157470703, 5.182125091552734 +/- 0.8952107429504395, 0.20275813341140747 +/- 0.06540922820568085, 1.113542914390564 +/- 0.35438260436058044, 1.0471973419189453 +/- 0.0, 0.9868475794792175 +/- 0.0057347482070326805, 8.081653594970703 +/- 0.0101170614361763, 1.7069323062896729
2088, 5.749299049377441, 5.024746894836426 +/- 0.8672456741333008, 0.19541315734386444 +/- 0.06258958578109741, 1.0252816677093506 +/- 0.3177981972694397, 1.0471973419189453 +/- 0.0, 0.9854124784469604 +/- 0.00553937628865242, 8.083941459655762 +/- 0.006715311668813229, 1.707165241241455
2089, 6.5521039962768555, 4.943426132202148 +/- 0.8171423673629761, 0.18945324420928955 +/- 0.060204800218343735, 1.0038819313049316 +/- 0.30787456035614014, 1.0471973419189453 +/- 0.0, 0.985588788986206 +/- 0.0054085287265479565, 8.085275650024414 +/- 0.010413945652544498, 1.709040880203247
