Epoch, Accuracy, Overall Loss, RMSE, Maximal Error, Min distance Branch Points, C0-norm, Eigenvalue, Time (s)
2675, 0.994798481464386, 1.031258225440979 +/- 0.14496056735515594, 0.02652096189558506 +/- 0.010879452340304852, 0.09825080633163452 +/- 0.03957069292664528, 1.1038202047348022 +/- 0.000698149437084794, 0.9983331561088562 +/- 0.004265890456736088, 9.873506546020508 +/- 0.002282047178596258, 1.0163202285766602
2676, 0.9512358903884888, 0.97394198179245 +/- 0.07954104244709015, 0.023405272513628006 +/- 0.005951213650405407, 0.0910385251045227 +/- 0.023610450327396393, 1.10734224319458 +/- 0.0011966248275712132, 0.9986278414726257 +/- 0.004514405969530344, 9.873794555664062 +/- 0.002283870242536068, 1.0188939571380615
2677, 0.9555709362030029, 0.986003041267395 +/- 0.1604243665933609, 0.024589620530605316 +/- 0.012042009271681309, 0.09870436787605286 +/- 0.04351664334535599, 1.1087195873260498 +/- 0.0009989137761294842, 0.9986024498939514 +/- 0.004437234718352556, 9.873689651489258 +/- 0.0014373288722708821, 1.018474817276001
2678, 0.9965083599090576, 0.989555299282074 +/- 0.3677290976047516, 0.025340300053358078 +/- 0.027886448428034782, 0.0970720499753952 +/- 0.09038490056991577, 1.1092464923858643 +/- 0.0008183756144717336, 0.9980993866920471 +/- 0.00479124765843153, 9.87385368347168 +/- 0.0013377551222220063, 1.0190215110778809
2679, 1.021454095840454, 1.002530813217163 +/- 0.13937300443649292, 0.02611657977104187 +/- 0.010498495772480965, 0.09420780837535858 +/- 0.03702946752309799, 1.1077065467834473 +/- 0.00034302292624488473, 0.9977486729621887 +/- 0.004471358843147755, 9.873977661132812 +/- 0.0021910301875323057, 1.0176079273223877
2680, 0.9944306015968323, 1.0294450521469116 +/- 0.25928249955177307, 0.028283588588237762 +/- 0.0193887110799551, 0.10358569025993347 +/- 0.06720699369907379, 1.1084213256835938 +/- 0.0013939494965597987, 0.9982601404190063 +/- 0.004331837873905897, 9.873779296875 +/- 0.0018966462230309844, 1.0174624919891357
2681, 1.045918583869934, 1.015547275543213 +/- 0.14421267807483673, 0.027597513049840927 +/- 0.010658083483576775, 0.10021798312664032 +/- 0.04035033658146858, 1.1091561317443848 +/- 0.0012376223457977176, 0.9985260963439941 +/- 0.004713467322289944, 9.874075889587402 +/- 0.0023617898114025593, 1.0165760517120361
2682, 0.9423493146896362, 1.0196757316589355 +/- 0.18753193318843842, 0.028053417801856995 +/- 0.014294879510998726, 0.10254533588886261 +/- 0.04714125394821167, 1.1097561120986938 +/- 0.0006289288867264986, 0.9979215264320374 +/- 0.004956352990120649, 9.87423324584961 +/- 0.002106558997184038, 1.0176019668579102
2683, 0.9696902632713318, 1.0222094058990479 +/- 0.21187978982925415, 0.027814891189336777 +/- 0.01607116125524044, 0.10606048256158829 +/- 0.05307881161570549, 1.109346628189087 +/- 0.0009877432603389025, 0.9983240365982056 +/- 0.004272493999451399, 9.873825073242188 +/- 0.0018125427886843681, 1.0172884464263916
2684, 1.0135709047317505, 1.0251662731170654 +/- 0.413488507270813, 0.028364386409521103 +/- 0.03126642853021622, 0.10584402084350586 +/- 0.10175573825836182, 1.10990571975708 +/- 0.0009093101834878325, 0.9982360601425171 +/- 0.004948836285620928, 9.874218940734863 +/- 0.001956819323822856, 1.0172128677368164
2685, 0.9165353178977966, 0.9746668934822083 +/- 0.15509869158267975, 0.024509115144610405 +/- 0.011736545711755753, 0.09188374131917953 +/- 0.040190838277339935, 1.1094554662704468 +/- 0.0006832945509813726, 0.9980717897415161 +/- 0.004485664889216423, 9.87421703338623 +/- 0.0018611320992931724, 1.0186545848846436
2686, 1.067569613456726, 0.9785707592964172 +/- 0.11306899040937424, 0.02566501870751381 +/- 0.008589504286646843, 0.09464505314826965 +/- 0.028822794556617737, 1.1114505529403687 +/- 0.0009271610178984702, 0.9983095526695251 +/- 0.004740068223327398, 9.874369621276855 +/- 0.002201756462454796, 1.0186893939971924
2687, 0.8868405222892761, 0.9642286896705627 +/- 0.13810396194458008, 0.023351555690169334 +/- 0.010270809754729271, 0.08707227557897568 +/- 0.03772582486271858, 1.1083226203918457 +/- 0.00048111588694155216, 0.9981487989425659 +/- 0.00441261101514101, 9.873774528503418 +/- 0.002064075320959091, 1.0165181159973145
2688, 0.9339292049407959, 0.9876672029495239 +/- 0.1355167180299759, 0.024904057383537292 +/- 0.0100838178768754, 0.09317317605018616 +/- 0.036471594125032425, 1.1080635786056519 +/- 0.001381872920319438, 0.9983295202255249 +/- 0.004914820659905672, 9.873828887939453 +/- 0.00225989636965096, 1.017629623413086
2689, 0.9892286062240601, 0.9687632322311401 +/- 0.09805750846862793, 0.023458242416381836 +/- 0.007140192668884993, 0.09169410169124603 +/- 0.029278505593538284, 1.1086301803588867 +/- 0.0005797180347144604, 0.9981951713562012 +/- 0.004952735733240843, 9.873790740966797 +/- 0.00188986596185714, 1.0181310176849365
2690, 0.9609569311141968, 0.986535906791687 +/- 0.13641701638698578, 0.024715984240174294 +/- 0.010229437611997128, 0.0938451960682869 +/- 0.036807041615247726, 1.1079552173614502 +/- 0.0011386241530999541, 0.9986218810081482 +/- 0.004481984302401543, 9.873758316040039 +/- 0.0017517604865133762, 1.018251895904541
2691, 1.0154567956924438, 1.003812313079834 +/- 0.1255568563938141, 0.025708941742777824 +/- 0.009457251988351345, 0.1004745215177536 +/- 0.034246742725372314, 1.1080272197723389 +/- 0.0007108925492502749, 0.998155415058136 +/- 0.0054518235847353935, 9.873818397521973 +/- 0.0016368633368983865, 1.0180680751800537
2692, 0.9265626668930054, 0.9998818635940552 +/- 0.1477232575416565, 0.026669146493077278 +/- 0.010820586234331131, 0.09958557784557343 +/- 0.040525954216718674, 1.110255241394043 +/- 0.0009156433516182005, 0.9982959628105164 +/- 0.004743901547044516, 9.874314308166504 +/- 0.0016243658028542995, 1.01802396774292
2693, 0.9769542217254639, 0.959962010383606 +/- 0.12641942501068115, 0.023278452455997467 +/- 0.009344629943370819, 0.0909804105758667 +/- 0.033926576375961304, 1.1099637746810913 +/- 0.0006773895001970232, 0.9982873201370239 +/- 0.005743533838540316, 9.873994827270508 +/- 0.0018766851862892509, 1.016754150390625
2694, 0.9121516942977905, 0.9696519374847412 +/- 0.10636896640062332, 0.02325516752898693 +/- 0.008006795309484005, 0.089754119515419 +/- 0.029469817876815796, 1.1076550483703613 +/- 0.001120233442634344, 0.9984369277954102 +/- 0.004647829104214907, 9.873880386352539 +/- 0.0019719412084668875, 1.0177607536315918
2695, 0.9808861613273621, 0.9994117617607117 +/- 0.29197293519973755, 0.026086490601301193 +/- 0.022173931822180748, 0.0962618961930275 +/- 0.07100415229797363, 1.1085429191589355 +/- 0.0009770651813596487, 0.998214066028595 +/- 0.004223708063364029, 9.87415885925293 +/- 0.0018854927038773894, 1.017906904220581
2696, 1.0359618663787842, 1.060288667678833 +/- 0.39880889654159546, 0.03066071681678295 +/- 0.03012939728796482, 0.10991843789815903 +/- 0.09881539642810822, 1.1084105968475342 +/- 0.0010736655676737428, 0.997688889503479 +/- 0.004834116902202368, 9.874588012695312 +/- 0.0020603917073458433, 1.0170423984527588
2697, 0.9496026039123535, 1.0271568298339844 +/- 0.25359538197517395, 0.02767535112798214 +/- 0.019055407494306564, 0.10103319585323334 +/- 0.06430770456790924, 1.1074726581573486 +/- 0.0008530800114385784, 0.9977100491523743 +/- 0.005414214916527271, 9.87391471862793 +/- 0.0016699049156159163, 1.0184195041656494
2698, 1.0266846418380737, 1.0379469394683838 +/- 0.2566160261631012, 0.02924029529094696 +/- 0.019017735496163368, 0.10537651181221008 +/- 0.06616706401109695, 1.1089879274368286 +/- 0.002075641881674528, 0.9983233213424683 +/- 0.004515131004154682, 9.874074935913086 +/- 0.002410084940493107, 1.018545150756836
2699, 1.0329763889312744, 1.022965669631958 +/- 0.1989073008298874, 0.027596427127718925 +/- 0.014837904833257198, 0.10110988467931747 +/- 0.051073070615530014, 1.1080758571624756 +/- 0.001856939634308219, 0.997827410697937 +/- 0.005203181877732277, 9.874147415161133 +/- 0.0016833418048918247, 1.0176582336425781
2700, 1.0244605541229248, 1.056335687637329 +/- 0.30764320492744446, 0.03061562404036522 +/- 0.023311041295528412, 0.10902151465415955 +/- 0.07597556710243225, 1.108889102935791 +/- 0.0011284950887784362, 0.9977200031280518 +/- 0.004797330591827631, 9.873881340026855 +/- 0.0022207049187272787, 1.0178625583648682
2701, 0.937551736831665, 0.9805350303649902 +/- 0.2770121991634369, 0.02508409693837166 +/- 0.020631182938814163, 0.09395040571689606 +/- 0.07192283868789673, 1.1097700595855713 +/- 0.000741959607694298, 0.9987691640853882 +/- 0.004423851612955332, 9.874065399169922 +/- 0.0015275265322998166, 1.0188159942626953
2702, 1.0913951396942139, 1.0028564929962158 +/- 0.27291661500930786, 0.027142373844981194 +/- 0.021174108609557152, 0.0984424501657486 +/- 0.06276147812604904, 1.1104425191879272 +/- 0.000649213558062911, 0.9980979561805725 +/- 0.005062668584287167, 9.874147415161133 +/- 0.002037075813859701, 1.0194554328918457
2703, 0.9410027265548706, 0.9972609281539917 +/- 0.11753731966018677, 0.02619433030486107 +/- 0.00868247915059328, 0.09550406783819199 +/- 0.031606581062078476, 1.1092218160629272 +/- 0.0005730622797273099, 0.9976075887680054 +/- 0.005186773836612701, 9.873912811279297 +/- 0.0021788489539176226, 1.0177173614501953
2704, 0.9072855710983276, 1.014220952987671 +/- 0.2491522878408432, 0.027578238397836685 +/- 0.019095946103334427, 0.09975417703390121 +/- 0.06162312999367714, 1.1092934608459473 +/- 0.0016742371954023838, 0.9981837272644043 +/- 0.004642757587134838, 9.874107360839844 +/- 0.0024511655792593956, 1.0173146724700928
2705, 0.9752862453460693, 0.9756103754043579 +/- 0.11905180662870407, 0.024032950401306152 +/- 0.008973576128482819, 0.09207142889499664 +/- 0.031103525310754776, 1.1085197925567627 +/- 0.0011350155109539628, 0.998206615447998 +/- 0.005077843554317951, 9.873897552490234 +/- 0.0019516263855621219, 1.0172441005706787
2706, 0.998747706413269, 1.0329760313034058 +/- 0.23604989051818848, 0.028602052479982376 +/- 0.017734533175826073, 0.10384641587734222 +/- 0.06085551157593727, 1.1084253787994385 +/- 0.000881439947988838, 0.9977622032165527 +/- 0.004243262577801943, 9.874263763427734 +/- 0.001752172247506678, 1.0178272724151611
2707, 1.022355079650879, 1.0173596143722534 +/- 0.21678835153579712, 0.027767756953835487 +/- 0.01634778082370758, 0.10177555680274963 +/- 0.055804669857025146, 1.1094144582748413 +/- 0.00102895381860435, 0.998065710067749 +/- 0.0044707017950713634, 9.87409782409668 +/- 0.001993680140003562, 1.016153335571289
2708, 0.974847137928009, 1.027358055114746 +/- 0.27874866127967834, 0.02741876430809498 +/- 0.021130092442035675, 0.10016125440597534 +/- 0.06920146197080612, 1.1067216396331787 +/- 0.0009090300882235169, 0.997473955154419 +/- 0.004913068376481533, 9.873806953430176 +/- 0.0019474036525934935, 1.017157793045044
2709, 0.9688718914985657, 0.9856207370758057 +/- 0.15728791058063507, 0.025295399129390717 +/- 0.011675097979605198, 0.09431234002113342 +/- 0.042103324085474014, 1.1092534065246582 +/- 0.0012031071819365025, 0.9987331628799438 +/- 0.004239247180521488, 9.8738374710083 +/- 0.0017150245839729905, 1.0170385837554932
2710, 0.9971803426742554, 0.9806545972824097 +/- 0.21519894897937775, 0.025459110736846924 +/- 0.01618429645895958, 0.09386033564805984 +/- 0.05478624254465103, 1.1106637716293335 +/- 0.0010724358726292849, 0.9979553818702698 +/- 0.00536872586235404, 9.873620986938477 +/- 0.0021207784302532673, 1.0183227062225342
2711, 0.9903488159179688, 0.9927579164505005 +/- 0.17628782987594604, 0.02543831616640091 +/- 0.013260271400213242, 0.09214524924755096 +/- 0.04473438113927841, 1.1078495979309082 +/- 0.0009496690472587943, 0.9981538653373718 +/- 0.004466718528419733, 9.873778343200684 +/- 0.0016250137705355883, 1.0185554027557373
2712, 27.23227882385254, 7.280808925628662 +/- 13.89822769165039, 0.4465109705924988 +/- 0.927505373954773, 2.1789469718933105 +/- 4.6332879066467285, 1.1097214221954346 +/- 0.0011930563487112522, 0.9981264472007751 +/- 0.004996465984731913, 9.89517593383789 +/- 0.05851520225405693, 1.0175716876983643
2713, 4.856583118438721, 8.946609497070312 +/- 4.589404106140137, 0.6000634431838989 +/- 0.3276841342449188, 2.238945484161377 +/- 1.3676183223724365, 1.113919973373413 +/- 0.00018641565111465752, 0.970673680305481 +/- 0.00961320847272873, 10.051194190979004 +/- 0.14110241830348969, 1.0174803733825684
2714, 3.5092010498046875, 4.242591381072998 +/- 1.4530085325241089, 0.24286846816539764 +/- 0.0989321693778038, 1.139060139656067 +/- 0.4923226237297058, 1.114668846130371 +/- 0.00041243009036406875, 0.9749536514282227 +/- 0.006497776135802269, 9.87078857421875 +/- 0.00295159756205976, 1.0171399116516113
2715, 2.486008644104004, 3.312879800796509 +/- 1.276276707649231, 0.17727872729301453 +/- 0.08825293183326721, 0.9059701561927795 +/- 0.4169994294643402, 1.1154803037643433 +/- 0.00010492745059309527, 0.983115017414093 +/- 0.004391479305922985, 9.871759414672852 +/- 0.0021541796158999205, 1.0156419277191162
2716, 37.42767333984375, 4.768673896789551 +/- 8.414896011352539, 0.28219321370124817 +/- 0.5869161486625671, 1.319993495941162 +/- 2.5523781776428223, 1.1152727603912354 +/- 0.0008354672463610768, 0.9857975244522095 +/- 0.00425557978451252, 9.873174667358398 +/- 0.009512864984571934, 1.0172185897827148
2717, 6.366157531738281, 11.110315322875977 +/- 6.980329990386963, 0.7929574847221375 +/- 0.48423102498054504, 2.4746923446655273 +/- 2.2045459747314453, 1.1184378862380981 +/- 0.0007252745563164353, 0.9684306383132935 +/- 0.013374368660151958, 10.140426635742188 +/- 0.13705086708068848, 1.017232894897461
2718, 3.7100300788879395, 4.782835483551025 +/- 1.3179444074630737, 0.29387688636779785 +/- 0.09181629866361618, 1.1470341682434082 +/- 0.45202410221099854, 1.1192858219146729 +/- 0.000196463632164523, 0.967056930065155 +/- 0.006582013797014952, 9.880386352539062 +/- 0.01009791623800993, 1.0172722339630127
2719, 2.1988556385040283, 3.300875186920166 +/- 1.333346962928772, 0.17843173444271088 +/- 0.09003141522407532, 0.8839415311813354 +/- 0.4538707137107849, 1.1188974380493164 +/- 0.001200855360366404, 0.9791277050971985 +/- 0.00536902854219079, 9.872014999389648 +/- 0.0032557144295424223, 1.0183601379394531
2720, 8.499992370605469, 12.210929870605469 +/- 11.22352123260498, 0.8517777919769287 +/- 0.7945489883422852, 3.0646755695343018 +/- 3.3511455059051514, 1.1214540004730225 +/- 0.002486835466697812, 0.9798890352249146 +/- 0.01213819719851017, 10.164018630981445 +/- 0.2847439646720886, 1.0180034637451172
2721, 3.6736042499542236, 5.810108184814453 +/- 1.334413766860962, 0.40823233127593994 +/- 0.1188618615269661, 0.9980962872505188 +/- 0.23673875629901886, 1.1258890628814697 +/- 0.0006095427670516074, 0.9582746028900146 +/- 0.006639824714511633, 9.99299430847168 +/- 0.14361634850502014, 1.0158445835113525
2722, 2.511911392211914, 3.398855447769165 +/- 1.1257256269454956, 0.1924971044063568 +/- 0.07861318439245224, 0.8616356253623962 +/- 0.3630997836589813, 1.1266937255859375 +/- 0.000540390145033598, 0.9756550788879395 +/- 0.00758354039862752, 9.873563766479492 +/- 0.0034393237438052893, 1.0173859596252441
2723, 1.9615556001663208, 2.703619956970215 +/- 1.0838425159454346, 0.14422793686389923 +/- 0.076033815741539, 0.6908836364746094 +/- 0.339836448431015, 1.1271278858184814 +/- 0.00019609452283475548, 0.9850460886955261 +/- 0.005469345487654209, 9.873876571655273 +/- 0.0027831015177071095, 1.016625165939331
2724, 1.698361873626709, 2.2925267219543457 +/- 1.0379741191864014, 0.1184845119714737 +/- 0.07238635420799255, 0.5424757599830627 +/- 0.32784169912338257, 1.1263870000839233 +/- 0.00042122957529500127, 0.9883626699447632 +/- 0.0054136523976922035, 9.874053955078125 +/- 0.0033574143890291452, 1.0162880420684814
2725, 1.5863618850708008, 2.0508081912994385 +/- 1.0107659101486206, 0.10196983814239502 +/- 0.07099082320928574, 0.46548888087272644 +/- 0.3117959499359131, 1.1258325576782227 +/- 0.0008417959907092154, 0.9893677234649658 +/- 0.005343153607100248, 9.874200820922852 +/- 0.003265976905822754, 1.0154860019683838
2726, 1.6932358741760254, 1.8821507692337036 +/- 0.92832350730896, 0.09053456038236618 +/- 0.06558643281459808, 0.4008026123046875 +/- 0.2810749113559723, 1.122895359992981 +/- 0.0019286074675619602, 0.9913364052772522 +/- 0.004947633016854525, 9.87384033203125 +/- 0.0034488916862756014, 1.01517653465271
2727, 1.4462890625, 1.8342283964157104 +/- 0.962924063205719, 0.08784565329551697 +/- 0.06888893991708755, 0.37357714772224426 +/- 0.28044891357421875, 1.1214402914047241 +/- 0.0022336707916110754, 0.9925860166549683 +/- 0.005784599110484123, 9.873626708984375 +/- 0.003302183700725436, 1.0149195194244385
2728, 1.6230878829956055, 1.741966724395752 +/- 0.9007126688957214, 0.07918142527341843 +/- 0.06512227654457092, 0.33965545892715454 +/- 0.2549692690372467, 1.1156363487243652 +/- 0.0027187347877770662, 0.9929221868515015 +/- 0.00501877861097455, 9.873614311218262 +/- 0.0042770556174218655, 1.015368938446045
2729, 1.6677504777908325, 1.6960299015045166 +/- 0.8094124794006348, 0.07295781373977661 +/- 0.05817713588476181, 0.3304271399974823 +/- 0.23448151350021362, 1.1105396747589111 +/- 0.0006535042775794864, 0.993378758430481 +/- 0.004571748897433281, 9.873542785644531 +/- 0.003195194061845541, 1.015369176864624
2730, 1.9921162128448486, 1.6126527786254883 +/- 0.7909436225891113, 0.06854626536369324 +/- 0.05754665285348892, 0.3059863746166229 +/- 0.22067005932331085, 1.113305926322937 +/- 0.0006604007794521749, 0.993754506111145 +/- 0.004803126212209463, 9.87372875213623 +/- 0.0036868962924927473, 1.015662670135498
2731, 1.401965618133545, 1.5698943138122559 +/- 0.7847338914871216, 0.06593602895736694 +/- 0.05683629959821701, 0.28967565298080444 +/- 0.22124744951725006, 1.1132400035858154 +/- 0.0006364043219946325, 0.9945495128631592 +/- 0.005047042388468981, 9.873456954956055 +/- 0.0037047178484499454, 1.015364646911621
2732, 1.457780361175537, 1.5603833198547363 +/- 0.7458055019378662, 0.06359799206256866 +/- 0.0538373626768589, 0.27158215641975403 +/- 0.2126791924238205, 1.1071538925170898 +/- 0.0015796551015228033, 0.9945794939994812 +/- 0.00472550792619586, 9.873777389526367 +/- 0.003538214834406972, 1.0166466236114502
2733, 1.333059549331665, 1.5252705812454224 +/- 0.7043896317481995, 0.0589403361082077 +/- 0.050462592393159866, 0.25928860902786255 +/- 0.20401228964328766, 1.1028435230255127 +/- 0.000902813277207315, 0.9944957494735718 +/- 0.004996707197278738, 9.873785018920898 +/- 0.0026531044859439135, 1.016068935394287
2734, 1.452717661857605, 1.4502174854278564 +/- 0.6202155947685242, 0.05517742782831192 +/- 0.04458541423082352, 0.25136107206344604 +/- 0.17898301780223846, 1.1079041957855225 +/- 0.0010643291752785444, 0.9960271120071411 +/- 0.004359200596809387, 9.873697280883789 +/- 0.0032567300368100405, 1.015820026397705
2735, 1.2307612895965576, 1.423656940460205 +/- 0.6032904982566833, 0.05425534024834633 +/- 0.043523214757442474, 0.23739582300186157 +/- 0.17294180393218994, 1.1086924076080322 +/- 0.0014290421968325973, 0.9951502084732056 +/- 0.004426527302712202, 9.873943328857422 +/- 0.0036668218672275543, 1.0176208019256592
2736, 1.200967788696289, 1.4425691366195679 +/- 0.6336591839790344, 0.05694284290075302 +/- 0.04662176966667175, 0.23664584755897522 +/- 0.17394866049289703, 1.1099457740783691 +/- 0.0007751028751954436, 0.9956449270248413 +/- 0.0043543120846152306, 9.873281478881836 +/- 0.0025871831458061934, 1.0170068740844727
2737, 1.2999264001846313, 1.4032789468765259 +/- 0.6311709880828857, 0.053781043738126755 +/- 0.04607180878520012, 0.234958216547966 +/- 0.17378976941108704, 1.1111292839050293 +/- 0.0009694487671367824, 0.9955434203147888 +/- 0.004566144198179245, 9.873032569885254 +/- 0.002176051726564765, 1.016646146774292
2738, 1.3547146320343018, 1.3324306011199951 +/- 0.5647077560424805, 0.049814704805612564 +/- 0.04134004935622215, 0.21383723616600037 +/- 0.15395806729793549, 1.11305570602417 +/- 0.0011237995931878686, 0.995999813079834 +/- 0.00503133237361908, 9.873251914978027 +/- 0.003356729866936803, 1.0167160034179688
2739, 1.1873056888580322, 1.3130829334259033 +/- 0.5414820313453674, 0.047297414392232895 +/- 0.039064981043338776, 0.20602841675281525 +/- 0.15426501631736755, 1.1103670597076416 +/- 0.0006232460145838559, 0.9960404634475708 +/- 0.004524709656834602, 9.873538970947266 +/- 0.0029555687215179205, 1.0158417224884033
2740, 1.0785417556762695, 1.3101342916488647 +/- 0.4966541826725006, 0.047166258096694946 +/- 0.0356418639421463, 0.207383930683136 +/- 0.14099206030368805, 1.1111342906951904 +/- 0.0004564103146549314, 0.9961472749710083 +/- 0.005657013971358538, 9.874032974243164 +/- 0.002863297238945961, 1.0165989398956299
2741, 1.1224215030670166, 1.2653783559799194 +/- 0.5018231868743896, 0.04421476274728775 +/- 0.03617289289832115, 0.19641172885894775 +/- 0.14322367310523987, 1.1117429733276367 +/- 0.0006605123053304851, 0.9964141845703125 +/- 0.004834119230508804, 9.873485565185547 +/- 0.002161481184884906, 1.0159151554107666
2742, 1.222786545753479, 1.2613046169281006 +/- 0.48187121748924255, 0.04415496438741684 +/- 0.03503354266285896, 0.19539591670036316 +/- 0.13440334796905518, 1.1120688915252686 +/- 0.0007791242678649724, 0.9968352317810059 +/- 0.00432902155444026, 9.873884201049805 +/- 0.0030981681775301695, 1.0168960094451904
2743, 1.2265362739562988, 1.298148512840271 +/- 0.48648473620414734, 0.04731003940105438 +/- 0.03559347242116928, 0.2029372900724411 +/- 0.13312727212905884, 1.1126036643981934 +/- 0.0004803689371328801, 0.9966648817062378 +/- 0.004824687726795673, 9.872878074645996 +/- 0.0026366987731307745, 1.0174493789672852
2744, 1.154437780380249, 1.3375754356384277 +/- 0.544959306716919, 0.049877773970365524 +/- 0.040116388350725174, 0.20725083351135254 +/- 0.14499537646770477, 1.1109106540679932 +/- 0.0010307320626452565, 0.9957349896430969 +/- 0.004617647267878056, 9.873369216918945 +/- 0.0025171528104692698, 1.0175485610961914
2745, 1.0792163610458374, 1.2798819541931152 +/- 0.4818210303783417, 0.04630563408136368 +/- 0.0355679877102375, 0.1890738159418106 +/- 0.1291775405406952, 1.1115241050720215 +/- 0.0006584373768419027, 0.996449887752533 +/- 0.004628141410648823, 9.873108863830566 +/- 0.0024834414944052696, 1.0176377296447754
2746, 1.0956823825836182, 1.2372162342071533 +/- 0.42357420921325684, 0.04327474161982536 +/- 0.03187333419919014, 0.18024519085884094 +/- 0.10876638442277908, 1.1120586395263672 +/- 0.0010746688349172473, 0.9966331720352173 +/- 0.003931517247110605, 9.87317943572998 +/- 0.002045358531177044, 1.0172321796417236
2747, 1.2238779067993164, 1.2945005893707275 +/- 0.4699805676937103, 0.046897586435079575 +/- 0.034872476011514664, 0.18672135472297668 +/- 0.12478771060705185, 1.1093595027923584 +/- 0.0020250531379133463, 0.9966622591018677 +/- 0.004272261168807745, 9.874065399169922 +/- 0.0023391323629766703, 1.0177953243255615
2748, 1.1213464736938477, 1.2399319410324097 +/- 0.4544239938259125, 0.04339021071791649 +/- 0.03387119621038437, 0.18263474106788635 +/- 0.1192532554268837, 1.112307071685791 +/- 0.0008278295863419771, 0.9967247247695923 +/- 0.004571133758872747, 9.87353515625 +/- 0.0024789529852569103, 1.0180766582489014
2749, 1.070253610610962, 1.18961763381958 +/- 0.37602680921554565, 0.03979285806417465 +/- 0.02727935090661049, 0.17147375643253326 +/- 0.10706686228513718, 1.1129803657531738 +/- 0.000650198373477906, 0.9968146085739136 +/- 0.005002012010663748, 9.873847007751465 +/- 0.002701312303543091, 1.016481637954712
2750, 1.0937241315841675, 1.184432864189148 +/- 0.3591865301132202, 0.04015427455306053 +/- 0.02617691271007061, 0.16606557369232178 +/- 0.10043545067310333, 1.1136131286621094 +/- 0.0009027425548993051, 0.9968461990356445 +/- 0.004933349788188934, 9.873424530029297 +/- 0.002405442763119936, 1.0161306858062744
2751, 1.1368488073349, 1.1954894065856934 +/- 0.34909436106681824, 0.039975207298994064 +/- 0.025541316717863083, 0.1706225872039795 +/- 0.09775037318468094, 1.1119968891143799 +/- 0.0013726000906899571, 0.9969152212142944 +/- 0.00478002754971385, 9.873798370361328 +/- 0.0023417703341692686, 1.0165200233459473
2752, 1.0397186279296875, 1.1949355602264404 +/- 0.3611126244068146, 0.03980109095573425 +/- 0.026825862005352974, 0.17193880677223206 +/- 0.09661471843719482, 1.1119791269302368 +/- 0.0005561891593970358, 0.997011125087738 +/- 0.004626824986189604, 9.87352180480957 +/- 0.002274795901030302, 1.0178394317626953
2753, 1.1001172065734863, 1.1649134159088135 +/- 0.3310510218143463, 0.03841578587889671 +/- 0.02433170937001705, 0.1600703001022339 +/- 0.09070739150047302, 1.1127839088439941 +/- 0.0006068739457987249, 0.9970337152481079 +/- 0.004559015855193138, 9.873449325561523 +/- 0.0023830377031117678, 1.0166542530059814
2754, 1.0993094444274902, 1.1666259765625 +/- 0.3269719183444977, 0.038489650934934616 +/- 0.023982716724276543, 0.15845367312431335 +/- 0.08847959339618683, 1.1122467517852783 +/- 0.0012078897561877966, 0.9973257780075073 +/- 0.00447338679805398, 9.873933792114258 +/- 0.002332460368052125, 1.0174939632415771
2755, 1.034403681755066, 1.1877557039260864 +/- 0.36674585938453674, 0.04000827670097351 +/- 0.027570990845561028, 0.16439560055732727 +/- 0.09305443614721298, 1.1125136613845825 +/- 0.0011669786181300879, 0.9969441890716553 +/- 0.005645455326884985, 9.873760223388672 +/- 0.002592366421595216, 1.0167291164398193
2756, 1.076753854751587, 1.1718969345092773 +/- 0.33076730370521545, 0.03851088881492615 +/- 0.024738244712352753, 0.1564062237739563 +/- 0.08662664890289307, 1.111194372177124 +/- 0.0008901979890652001, 0.9968465566635132 +/- 0.005738977808505297, 9.873291015625 +/- 0.0020232521928846836, 1.0178916454315186
2757, 1.0875966548919678, 1.2178515195846558 +/- 0.38016027212142944, 0.04055017977952957 +/- 0.028541037812829018, 0.16380104422569275 +/- 0.09796947985887527, 1.1076037883758545 +/- 0.0013460594927892089, 0.9965280890464783 +/- 0.0046038273721933365, 9.874042510986328 +/- 0.001759852166287601, 1.018688440322876
2758, 1.156820297241211, 1.2026638984680176 +/- 0.33790117502212524, 0.039495863020420074 +/- 0.02549329400062561, 0.16501283645629883 +/- 0.08668873459100723, 1.1086630821228027 +/- 0.0008704261272214353, 0.9967553019523621 +/- 0.004585242364555597, 9.873574256896973 +/- 0.002296621911227703, 1.0190362930297852
2759, 1.0882117748260498, 1.1404333114624023 +/- 0.2275427132844925, 0.03577477112412453 +/- 0.016717834398150444, 0.14508306980133057 +/- 0.06293382495641708, 1.1095285415649414 +/- 0.00032832761644385755, 0.9973429441452026 +/- 0.004452090710401535, 9.87338638305664 +/- 0.002795686013996601, 1.0174071788787842
2760, 1.053804636001587, 1.149488091468811 +/- 0.2684359550476074, 0.03661828115582466 +/- 0.020190900191664696, 0.15217767655849457 +/- 0.07001668214797974, 1.1107945442199707 +/- 0.0008073715143837035, 0.9974403381347656 +/- 0.004762518219649792, 9.873636245727539 +/- 0.0023182996083050966, 1.0169627666473389
2761, 1.1124074459075928, 1.1370232105255127 +/- 0.2582659125328064, 0.03622949495911598 +/- 0.01949113979935646, 0.14657986164093018 +/- 0.06651253253221512, 1.1113582849502563 +/- 0.0009126182412728667, 0.9974364042282104 +/- 0.004756205715239048, 9.873266220092773 +/- 0.0027123650070279837, 1.0161221027374268
